,kNN,SVM,Gaussian-NB,LDA,DT
PDE-S-25,0.9840812360726637,0.9882514488386211,0.9823730849019652,0.9860290875536816,0.9631733608000517
PDE-S-50,0.9933142613725534,0.9971631205673759,0.9743349409804054,0.9939323513366066,0.9788210807942666
PDE-S-75,0.9972116972699894,1.0,0.9641925000208815,0.9932291549895748,0.9770184235387314
PDE-S-100,0.9958418342562908,1.0,0.9560517919967573,0.9946475947058868,0.9771748690956776
